Palabras,shakespeare_the_merchant_of_venice.txt,shakespeare_romeo_juliet.txt,shakespeare_hamlet.txt,dickens_a_christmas_carol.txt,dickens_oliver_twist.txt,dickens_a_tale_of_two_cities.txt,
arch,0,0,0,0,2,3,
arched,0,0,0,0,0,2,
architecture,0,0,0,0,0,3,
archive,13,0,2,13,13,13,
archway,0,0,0,1,3,0,
ardent,0,0,0,0,3,3,
ardently,0,0,0,0,1,0,
ardour,0,0,0,0,2,2,
ardure,0,0,1,0,0,0,
area,0,0,0,0,3,1,
argall,0,0,3,0,0,0,
argosy,4,0,0,0,0,0,
argue,0,1,1,0,1,3,
argument,0,1,3,0,5,1,
argumentative,0,0,0,0,0,1,
argus,1,0,0,0,0,0,
aright,0,0,0,0,2,0,
arise,1,4,1,2,9,25,
arisen,0,0,0,0,1,2,
aristocrat,0,0,0,0,0,12,
aristocratic,0,0,0,0,0,3,
arithmetic,0,1,0,0,0,0,
arithmetical,0,0,0,0,1,0,
arm,2,10,4,14,87,116,
arme,0,0,13,0,0,0,
armed,0,0,0,0,0,12,
armes,0,0,1,0,0,0,
armie,0,0,1,0,0,0,
armorial,0,0,0,0,0,1,
armour,0,1,2,0,0,0,
armours,0,0,1,0,0,0,
armoury,0,0,0,0,0,1,
arms,0,1,0,0,1,1,
army,1,0,0,0,0,3,
aromatic,0,0,0,1,0,0,
arose,0,0,0,0,1,0,
around,0,0,0,2,9,19,
arouse,0,0,0,0,2,1,
arra,0,0,2,0,0,0,
arragon,7,0,0,0,0,0,
arraign,0,0,0,0,0,1,
arraigne,0,0,1,0,0,0,
arrange,0,0,0,0,9,7,
arrangement,0,0,0,0,5,16,
arrant,0,0,2,0,0,0,
arras,0,0,1,0,0,0,
array,1,2,0,2,2,1,
arrear,0,0,0,0,1,1,
arrest,0,0,2,0,0,7,
arriue,0,0,1,0,0,0,
arrival,0,0,0,1,7,7,
arrive,0,1,0,1,34,21,
arrow,1,1,1,0,1,0,
arrowes,0,0,2,0,0,0,
art,11,55,17,0,4,10,
arter,0,0,0,0,8,0,
arterward,0,0,0,0,1,0,
artful,0,0,0,2,24,1,
artfull,0,0,0,0,1,0,
arthur,0,0,0,3,0,0,
article,0,0,2,0,18,7,
articulate,0,0,0,0,3,1,
artifice,0,0,0,1,0,0,
artificial,0,1,0,1,1,0,
artificially,0,0,0,0,0,1,
artire,0,0,1,0,0,0,
artist,0,0,0,0,1,0,
artless,0,0,0,0,1,1,
artlesse,0,0,1,0,0,0,
ascend,0,1,0,0,7,8,
ascended,0,0,0,0,1,0,
ascent,0,0,0,0,0,1,
ascertain,0,0,0,0,12,5,
ascii,2,2,3,2,2,2,
ash,1,0,0,0,1,1,
asham,1,1,1,0,0,0,
ashame,0,0,0,0,2,1,
ashamed,1,0,0,1,2,3,
ashantee,0,0,0,0,0,1,
ashe,0,1,0,0,2,7,
ashes,0,1,0,0,0,0,
ashy,0,0,0,0,3,2,
aside,8,12,1,3,15,23,
ask,3,9,3,27,143,158,
askance,0,0,0,0,1,0,
aske,0,0,2,0,0,0,
asked,0,0,0,0,1,0,
aslant,0,0,1,0,0,0,
asleep,0,5,0,2,18,21,
asleepe,0,0,1,0,0,0,
aspect,2,0,1,0,11,17,
asperity,0,0,0,0,2,0,
aspir,0,1,0,0,0,0,
aspiration,0,0,0,1,0,2,
aspire,0,0,0,0,0,1,
ass,1,0,0,2,4,0,
assaid,0,0,1,0,0,0,
assail,0,1,0,0,2,0,
assailant,0,0,0,0,1,1,
assaile,0,0,1,0,0,0,
assailed,0,0,0,0,1,0,
assassin,0,0,0,0,1,1,
assassinate,0,0,0,0,0,1,
assassination,0,0,0,0,0,1,
assault,0,0,1,0,2,1,
assay,0,0,4,0,0,0,
asse,0,0,4,0,0,0,
assemblage,0,0,0,0,1,2,
assemble,0,0,0,3,5,3,
assembled,0,0,0,0,0,1,
assembling,0,0,0,0,1,0,
assembly,0,1,0,0,0,0,
assent,0,0,0,0,6,0,
assented,0,0,0,0,0,5,
assert,0,0,0,0,2,3,
asserted,0,0,0,0,1,1,
assertion,0,0,0,0,1,1,
asseveration,0,0,0,0,2,1,
assiduity,0,0,0,0,2,0,
assiduously,0,0,0,0,1,1,
assign,0,0,1,2,3,2,
assignation,0,0,0,0,0,1,
assigne,0,0,1,0,0,0,
assis,0,0,1,0,0,0,
assist,0,0,0,3,8,18,
assistance,1,0,0,1,16,6,
assistant,0,1,2,0,7,0,
assisting,0,0,0,0,1,1,
associate,6,1,1,8,23,11,
associated,1,0,0,1,1,1,
association,0,1,3,0,2,11,
assort,0,0,0,0,0,1,
assorted,0,0,0,0,1,0,
assortment,0,0,2,0,0,0,
assume,3,0,4,0,14,7,
assumption,0,0,0,0,2,2,
assur,2,0,2,0,0,0,
assurance,0,0,2,0,11,4,
assure,2,1,1,5,11,11,
assured,1,0,0,0,1,0,
assuredly,0,0,0,0,1,3,
assuring,0,0,0,0,1,0,
asterisk,0,1,1,0,0,0,
astern,0,0,0,0,0,1,
astir,0,0,0,0,0,1,
astonish,0,0,1,2,6,1,
astonished,0,0,0,0,2,1,
astonishment,0,0,0,3,20,3,
astound,0,0,0,0,0,1,
astounded,0,0,0,0,1,1,
astounding,0,0,0,0,0,1,
astray,0,0,0,0,0,1,
asunder,0,1,1,0,2,1,
asylum,0,0,0,0,1,0,
atheistical,0,0,0,0,0,1,
athirst,0,0,0,0,0,1,
athwart,0,1,0,0,0,0,
atmosphere,0,0,0,2,4,3,
atmospheric,0,0,0,0,0,1,
atom,0,0,0,2,0,0,
atomic,0,0,0,0,0,1,
atomie,0,1,0,0,0,0,
atonement,0,0,0,0,1,1,
atones,0,0,0,0,2,0,
atop,0,0,0,0,0,1,
atrocious,0,0,0,0,1,1,
atrociously,0,0,0,0,1,0,
atrocity,0,0,0,0,1,0,
attach,1,1,0,4,14,10,
attachment,0,0,1,0,8,4,
attack,0,0,0,0,4,3,
attain,1,0,0,0,6,1,
attainable,0,0,0,0,0,1,
attainment,0,0,0,0,0,1,
attempt,3,1,0,0,27,6,
attend,4,6,2,1,11,15,
attendance,0,0,0,0,5,3,
attendant,1,2,6,0,8,6,
attendeth,1,0,0,0,0,0,
attent,0,0,1,0,0,0,
attention,0,0,0,2,35,20,
attentive,1,0,0,0,4,6,
attentively,0,0,0,1,6,5,
attenuate,0,0,0,0,1,1,
attesting,0,0,0,0,1,0,
attire,0,1,0,2,6,0,
attitude,0,0,0,5,17,9,
attorney,0,1,0,0,1,14,
attract,0,0,0,1,13,9,
attraction,0,0,0,0,1,3,
attractiue,0,0,1,0,0,0,
attractive,0,0,0,1,1,1,
attributable,0,0,0,0,0,1,
attribute,2,0,0,0,3,1,
auburn,0,1,0,0,0,0,
audacious,0,0,0,0,1,0,
audible,0,0,0,0,9,9,
audibly,0,0,0,0,0,2,
audience,0,1,6,0,2,7,
audit,0,0,1,0,0,0,
auditor,0,0,0,0,1,0,
auditory,0,0,0,0,0,1,
aught,5,2,0,1,2,0,
augment,0,1,0,0,0,1,
augury,0,0,1,0,1,0,
august,0,0,0,0,0,3,
aulnais,0,0,0,0,0,1,
aunt,0,0,1,1,18,0,
auoid,0,0,1,0,0,0,
auouch,0,0,1,0,0,0,
auoyd,0,0,2,0,0,0,
aurora,0,1,0,0,0,0,
auspicious,0,0,1,0,1,1,
author,1,2,5,2,5,1,
authorise,0,0,0,0,0,1,
authoritative,0,0,0,0,0,1,
authority,2,0,1,1,15,13,
authorship,0,0,0,0,1,0,
auto,1,2,2,7,0,1,
autumn,1,0,0,0,1,3,
avail,0,0,0,0,5,3,
available,2,0,3,2,2,2,
avarice,0,0,0,2,0,0,
avaricious,0,0,0,0,2,0,
avenge,0,0,0,0,1,4,
avenue,2,0,0,0,1,4,
averse,0,0,0,0,1,0,
aversion,0,0,0,0,1,1,
avert,0,0,0,0,3,2,
avidity,0,0,0,0,2,0,
avocation,0,0,0,0,1,1,
avocations,0,0,0,0,1,0,
avoid,1,0,0,1,7,12,
avoidance,0,0,0,0,0,1,
avow,0,0,0,0,1,1,
avowal,0,0,0,0,3,1,
await,0,0,0,0,4,12,
awak,1,0,0,0,0,0,
awake,0,3,2,4,16,11,
awaken,0,0,0,0,22,8,
awakening,0,0,0,0,2,1,
award,1,0,0,0,0,0,
awards,1,0,0,0,0,0,
aware,0,0,1,0,3,3,
awaricious,0,0,0,0,0,1,
away,25,25,30,24,192,137,
awe,1,0,2,0,6,3,
aweary,1,1,0,0,0,0,
awed,0,0,0,0,1,0,
aweer,0,0,0,0,1,0,
awful,0,0,0,3,5,8,
awfulness,0,0,0,0,1,1,
awhile,0,6,4,0,1,0,
awkward,0,0,0,0,2,1,
awkwardly,0,0,0,1,0,0,
awkwardness,0,0,0,0,2,0,
awoke,0,0,0,0,3,1,
awry,0,0,0,0,0,2,
axe,1,1,2,1,0,10,
axiom,0,0,0,0,1,0,
axis,0,0,0,0,0,2,
ay,14,27,0,0,11,5,
ayde,0,0,1,0,0,0,
aye,0,0,2,0,4,0,
aygre,0,0,1,0,0,0,
ayme,0,0,1,0,0,0,
ayre,0,0,13,0,0,0,
ayrie,0,0,1,0,0,0,
ayry,0,0,1,0,0,0,
baba,0,0,0,2,0,0,
babble,0,0,0,0,1,1,
babe,0,1,1,0,2,0,
babel,0,0,0,0,0,1,
baby,0,0,2,5,2,6,
bacchanalian,0,0,0,0,0,2,
bace,0,0,1,0,0,0,
bachelor,1,1,0,2,5,7,
back,6,30,2,29,261,138,
backe,0,0,6,0,0,0,
backgammon,0,0,0,0,0,1,
background,0,0,0,1,1,2,
backward,1,3,1,1,4,2,
backwards,0,0,0,0,2,3,
bacon,0,0,0,0,2,0,
bad,10,9,11,9,77,77,
bade,0,1,0,2,5,0,
badge,1,0,0,0,2,0,
badger,0,0,0,0,1,0,
badly,0,0,0,1,2,0,
baffle,0,0,0,0,1,1,
baffled,0,0,0,0,0,1,
bag,3,0,0,2,11,2,
baggage,0,2,0,0,0,0,
bagpipe,2,0,0,0,0,0,
bagpiper,1,0,0,0,0,0,
bah,0,0,0,2,3,3,
bail,0,0,0,0,2,0,
bailey,0,0,0,0,1,20,
bailiff,0,0,0,0,0,1,
bait,2,1,1,0,2,0,
bak,0,1,2,0,0,0,
bake,0,1,0,1,0,0,
baker,0,0,0,7,1,3,
bakers,0,0,1,0,0,0,
bakt,0,0,1,0,0,0,
bal,0,9,0,0,0,0,
balance,1,0,0,1,5,2,
balanced,0,0,0,0,0,1,
bald,0,0,0,0,1,1,
baleful,0,1,0,1,0,0,
ball,1,1,0,3,3,7,
ballad,0,0,0,0,1,1,
ballast,0,0,0,0,1,0,
balmy,0,0,0,0,1,0,
balthasar,0,7,0,0,0,0,
balthazar,5,0,0,0,0,0,
balustrade,0,0,0,0,1,1,
balustrades,0,0,0,1,0,1,
bamboo,0,0,0,0,2,0,
ban,1,0,1,0,0,0,
band,0,0,1,0,2,1,
bandage,0,0,0,2,3,1,
bandy,0,2,0,0,0,0,
bang,0,0,0,1,0,0,
banish,0,17,0,0,0,3,
banished,0,5,0,0,0,0,
banishment,0,8,0,0,0,0,
bank,2,0,0,0,15,54,
banke,0,0,1,0,0,0,
banker,0,0,0,1,1,4,
bankers,0,0,0,0,0,1,
banking,0,0,0,0,0,11,
bankrout,0,1,0,0,0,0,
bankrupt,2,0,0,0,1,0,
bankruptcy,0,0,0,0,0,1,
banquet,0,1,0,0,1,1,
banter,0,0,0,0,1,0,
bantered,0,0,0,0,1,0,
bap,0,0,3,0,0,0,
bapt,0,0,1,0,0,0,
baptista,0,0,1,0,0,0,
baptiz,0,1,0,0,0,0,
baptize,0,0,0,0,1,0,
bar,5,0,8,3,25,42,
barabbas,1,0,0,0,0,0,
barbarian,0,0,0,0,0,1,
barbarous,1,0,0,0,0,4,
barbars,0,0,1,0,0,0,
barbary,1,0,2,0,0,0,
barber,0,0,0,0,1,5,
barbican,0,0,0,0,1,0,
bare,2,3,3,6,11,14,
barefoot,0,1,0,0,1,1,
bareheade,0,0,0,0,0,1,
barely,1,0,0,1,1,1,
bareness,0,0,0,1,0,0,
barer,0,0,0,1,0,0,
bargain,3,1,0,2,6,3,
barge,0,0,0,0,0,1,
bark,2,3,0,0,7,2,
barke,0,0,1,0,0,0,
barker,0,0,0,0,2,0,
barkers,0,0,0,0,1,0,
barmecide,0,0,0,0,0,1,
barn,0,0,10,0,0,0,
barnardo,0,0,9,0,0,0,
barnet,0,0,0,0,2,0,
barney,0,0,0,0,33,0,
baron,1,0,0,0,1,0,
barr,0,0,1,0,0,0,
barre,0,0,1,0,0,0,
barrel,0,0,0,1,3,3,
barrell,0,0,1,0,0,0,
barren,1,0,1,1,0,2,
barricade,0,0,0,0,0,1,
barrier,0,0,0,0,2,18,
barrister,0,0,0,0,0,2,
barsad,0,0,0,0,0,45,
bartlemy,0,0,0,0,1,0,
base,4,0,5,3,3,4,
basement,0,0,0,0,0,1,
baseness,0,0,0,0,0,1,
basenesse,0,0,1,0,0,0,
baser,0,0,1,0,0,0,
bashful,0,0,0,0,1,0,
bashfully,0,0,0,0,2,0,
basin,0,0,0,1,8,7,
bask,0,0,0,1,1,0,
basket,1,2,2,3,10,6,
bass,0,0,0,1,0,0,
bassanio,129,0,0,0,0,0,
bastard,2,0,1,0,1,0,
bastille,0,0,0,0,0,22,
bat,0,0,1,0,0,0,
batch,0,0,0,0,0,2,
bate,3,1,0,0,74,0,
bated,0,0,1,0,0,0,
bates,0,0,0,0,20,0,
bath,0,0,0,0,0,1,
bathe,0,0,0,0,1,1,
battalian,0,0,1,0,0,0,
batten,0,0,1,0,0,0,
batter,0,0,0,0,0,1,
battery,0,0,1,0,1,0,
battle,0,0,0,1,1,1,
battlebridge,0,0,0,0,1,0,
battledore,0,0,0,0,1,0,
battlement,0,1,1,0,0,0,
bauble,0,1,0,0,0,0,
baudry,0,0,1,0,0,0,
bawd,0,3,1,0,0,0,
bawdy,0,1,1,0,0,0,
bawl,0,0,0,0,1,2,
bawled,0,0,0,0,1,0,
bay,1,0,0,0,0,2,
bayonet,0,0,0,0,0,3,
bayton,0,0,0,0,1,0,
bb,0,0,0,1,0,0,
bbox,0,0,0,1,0,0,
be,0,0,2,0,0,0,
beach,1,0,0,0,0,5,
beacon,0,0,0,0,0,1,
beadle,0,0,0,0,98,0,
beadlehood,0,0,0,0,1,0,
beadleship,0,0,0,0,1,0,
beak,0,0,0,0,5,0,
beaks,0,0,0,0,1,0,
beam,1,2,0,2,8,3,
beame,0,0,1,0,0,0,
beamingly,0,0,0,0,0,1,
bean,0,1,0,0,0,1,
bear,15,19,4,14,71,59,
beard,3,1,7,0,9,4,
bearded,0,0,0,0,0,1,
beare,0,0,14,0,0,0,
bearer,4,0,1,1,5,5,
beares,0,0,1,0,0,0,
bearing,0,0,0,0,2,2,
beast,1,4,6,0,5,7,
beastly,0,0,0,0,0,1,
beasts,0,0,1,0,0,0,
beat,1,11,4,6,33,25,
beaten,0,0,1,0,0,0,
beating,0,0,0,0,1,1,
beau,0,0,0,0,1,0,
beauer,0,0,1,0,0,0,
beauteous,1,2,1,0,0,0,
beautie,0,0,5,0,0,0,
beautife,0,0,1,0,0,0,
beautiful,1,1,0,2,23,14,
beautifully,0,0,0,0,1,1,
beautify,0,1,1,0,0,1,
beautifying,0,0,0,0,0,1,
beauty,3,16,4,0,11,10,
beauvais,0,0,0,0,0,12,
beaver,0,0,0,0,1,0,
became,0,0,0,1,0,5,
bechanc,1,0,0,0,0,0,
beck,0,0,0,0,1,0,
becke,0,0,1,0,0,0,
becken,0,0,1,0,0,0,
beckon,0,0,1,1,9,6,
becky,0,0,0,0,1,0,
become,9,2,3,14,53,54,
becomes,1,0,0,0,1,0,
becoming,0,0,0,0,2,0,
becomingly,0,0,0,0,0,1,
bed,9,25,14,35,64,54,
bedaub,0,1,0,0,0,0,
bedeck,0,1,0,0,0,0,
bedfellow,2,0,0,0,0,0,
bedight,0,0,0,1,0,0,
bedlam,0,0,0,1,0,1,
bedpost,0,0,0,2,0,0,
bedrid,0,0,1,0,0,0,
bedroom,0,0,0,2,5,7,
bedside,0,0,0,0,10,2,
bedstead,0,0,0,0,4,0,
bedwin,0,0,0,0,28,0,
bee,0,0,16,0,0,0,
beef,1,0,0,2,4,0,
beene,0,0,13,0,0,0,
beer,0,0,1,1,20,4,
beere,0,0,1,0,0,0,
beery,0,0,0,0,0,1,
beetle,0,1,0,0,0,0,
beetles,0,0,1,0,0,0,
beetling,0,0,0,1,0,0,
befall,0,0,0,0,2,1,
befalne,0,0,1,0,0,0,
befit,0,1,1,0,2,1,
beforehand,0,0,0,1,0,4,
befriend,0,0,0,0,0,1,
beg,3,4,1,3,26,10,
began,0,0,0,0,0,1,
beget,0,1,1,0,1,0,
begg,5,0,0,0,0,0,
beggar,3,3,0,3,1,1,
beggard,0,0,1,0,0,0,
beggarly,0,1,0,0,0,0,
beggary,0,1,0,0,0,0,
begge,0,0,6,0,0,0,
begged,0,0,0,0,1,0,
begger,0,0,5,0,0,0,
begin,2,8,12,15,80,71,
beginner,0,1,0,0,1,0,
beginning,0,0,0,0,2,6,
begirt,0,0,0,0,0,1,
begone,0,1,0,0,0,0,
begot,1,0,0,0,0,0,
begotten,1,0,0,0,0,0,
begrime,0,0,0,0,0,1,
begrimed,0,0,0,0,0,1,
beguil,0,3,0,0,0,0,
beguile,0,0,2,1,1,3,
beguiling,0,0,0,0,1,0,
begun,0,0,0,0,0,1,
behalf,1,1,0,0,9,2,
behaue,0,0,1,0,0,0,
behauior,0,0,1,0,0,0,
behauiour,0,0,1,0,0,0,
behave,0,0,0,1,3,0,
behaviour,2,1,0,0,15,0,
behead,0,0,0,0,0,2,
beheld,1,0,0,2,3,4,
behest,0,1,0,0,0,0,
behind,3,2,1,18,70,54,
behinde,0,0,5,0,0,0,
behindhand,0,0,0,1,1,0,
behold,5,7,1,3,9,4,
behold12,0,0,0,1,0,0,
beholder,0,0,0,0,2,3,
behoue,0,0,2,0,0,0,
behoved,0,0,0,0,0,1,
behoveful,0,1,0,0,0,0,
being,0,0,0,2,1,1,
bel,0,0,1,0,0,0,
belate,0,0,0,0,0,1,
belcher,0,0,0,0,1,0,
beleefe,0,0,1,0,0,0,
beleeue,0,0,18,0,0,0,
belief,0,0,0,1,6,6,
belieue,0,0,1,0,0,0,
believe,5,4,0,21,34,54,
believeth,0,0,0,0,0,6,
belike,0,0,2,0,0,0,
belinda,0,0,0,4,0,0,
bell,2,3,2,18,24,25,
bellario,9,0,0,0,0,0,
belle,0,0,0,2,0,0,
belligerent,0,0,0,0,0,1,
bellow,0,0,2,0,6,0,
bellowing,1,0,0,0,0,0,
belly,1,0,0,1,0,0,
belmont,22,0,0,0,0,0,
belong,0,2,0,4,13,13,
belou,0,0,1,0,0,0,
belov,0,1,0,0,0,0,
belove,0,0,0,0,0,1,
beloved,1,1,0,0,1,4,
belowto,0,0,0,1,0,0,
belshazzar,0,0,0,1,0,0,
belt,0,0,0,3,0,1,
ben,0,64,0,0,2,0,
bench,0,1,0,0,12,27,
bend,1,0,3,1,16,9,
bended,0,0,1,0,1,0,
bene,0,0,4,0,0,0,
beneath,1,0,0,6,28,5,
benedicite,0,1,0,0,0,0,
benefactor,0,0,0,0,4,2,
benefactress,0,0,0,0,1,0,
benefice,0,1,0,0,0,0,
beneficial,0,0,0,0,1,2,
benefit,0,0,1,1,9,1,
benefits,0,0,0,0,1,0,
benette,0,0,1,0,0,0,
benevolence,0,0,0,3,3,1,
benevolent,0,0,0,0,5,1,
benighted,0,0,0,0,0,1,
benignly,0,0,0,0,1,0,
bent,0,1,3,2,10,23,
benumb,0,0,0,0,0,1,
benvolio,0,17,0,0,0,0,
bepaint,0,1,0,0,0,0,
bequeath,0,0,0,0,1,0,
bereft,1,0,0,1,2,2,
berhyme,0,1,0,0,0,0,
berry,0,0,0,3,0,0,
bescreen,0,1,0,0,0,0,
beseech,7,7,8,1,1,1,
beseeching,0,0,0,1,0,0,
beseechingly,0,0,0,0,1,0,
beseeming,0,3,0,0,0,0,
beset,1,0,0,0,0,1,
besetting,0,0,0,0,0,1,
beshrew,2,4,1,0,0,0,
beside,0,0,0,10,13,21,
besides,4,0,1,1,30,18,
besiege,0,0,0,0,0,1,
besmear,1,0,0,0,1,1,
besmerch,0,0,1,0,0,0,
besmirch,0,0,0,0,0,1,
besought,0,0,0,1,1,4,
bespatter,0,0,0,0,0,1,
bespeak,1,0,0,0,3,0,
bespeake,0,0,1,0,0,0,
bespoke,0,0,0,0,1,0,
besprinkled,0,0,0,0,1,0,
bestil,0,0,1,0,0,0,
bestow,4,0,5,3,24,10,
bestowal,0,0,0,0,1,1,
bestowing,0,0,0,0,1,0,
bestrew,0,0,0,0,0,1,
bestrewn,0,0,0,0,0,1,
bestride,0,2,0,0,0,0,
bet,0,0,0,0,8,0,
betake,0,1,0,0,1,0,
beteene,0,0,1,0,0,0,
bethink,2,2,1,0,2,3,
bethnal,0,0,0,0,3,0,
betime,1,0,2,0,1,1,
betoken,0,0,1,0,2,0,
betook,0,0,0,0,2,1,
betosse,0,1,0,0,0,0,
betray,0,0,0,0,6,1,
betrayed,0,0,0,0,1,0,
betroth,0,1,0,0,0,1,
betrothal,0,0,0,0,0,1,
betsy,0,0,0,0,6,0,
better,1,0,1,0,2,0,
betweene,0,0,15,0,0,0,
betwixt,0,0,0,0,2,1,
bewail,0,0,0,0,5,0,
bewailing,0,0,0,0,1,0,
beware,1,0,2,2,0,1,
bewept,0,0,1,0,0,0,
bewilder,0,0,0,0,2,0,
bewildered,0,0,0,0,7,4,
bewildering,0,0,0,1,1,1,
bewilderment,0,0,0,0,0,2,
bewitch,0,1,0,0,0,0,
beyond,0,0,2,10,23,28,
bi,0,2,0,0,1,0,
bias,0,0,1,0,0,0,
bible,0,0,1,0,1,0,
bid,21,23,6,1,16,7,
bidding,0,0,0,0,5,0,
bide,0,1,0,1,1,1,
biffins,0,0,0,1,0,0,
big,1,4,0,2,10,3,
bigotry,0,0,0,1,0,0,
bilboe,0,0,1,0,0,0,
biling,0,0,0,0,1,0,
bilious,0,0,0,1,0,0,
bility,0,1,0,0,0,0,
bill,0,1,0,1,105,1,
billet,0,0,0,0,0,3,
billion,0,0,1,0,0,0,
billow,0,0,0,0,0,1,
billowy,0,0,0,0,0,1,
bin,0,0,8,0,0,0,
binary,1,0,1,1,1,1,
bind,14,8,5,8,13,21,
biographer,0,0,0,0,1,0,
biography,0,0,0,0,1,0,
birch,0,0,1,0,0,0,
bird,1,4,3,3,9,13,
birds,0,0,0,0,0,1,
birmingham,0,0,0,0,2,0,
birth,1,4,2,0,20,4,
birthday,0,0,0,0,2,3,
birthplace,0,0,0,0,1,0,
bishop,0,0,0,1,2,0,
bisness,0,0,0,0,1,0,
biss,0,0,0,0,1,0,
bisson,0,0,1,0,0,0,
bistake,0,0,0,0,1,0,
bister,0,0,0,0,2,0,
bit,0,3,2,2,25,5,
bite,0,8,1,3,5,6,
bits,0,0,0,0,1,0,
bitt,0,1,0,0,0,0,
bitter,0,3,3,1,9,5,
bitterer,0,0,0,1,0,0,
bitterest,0,0,0,0,1,0,
bitterly,0,2,0,0,6,5,
bitterness,0,0,0,0,3,1,
bl,3,2,2,1,0,4,
blab,0,0,0,0,4,0,
black,1,13,3,15,35,38,
blacke,0,0,8,0,0,0,
blacken,0,0,0,0,6,2,
blackened,0,0,0,0,0,2,
blacker,0,0,0,1,0,0,
blackguard,0,0,0,0,0,1,
blackhearte,0,0,0,0,1,0,
blackheath,0,0,0,0,0,1,
blackin,0,0,0,0,1,0,
blacksmith,0,0,0,0,0,2,
bladder,0,1,0,0,0,0,
blade,0,3,0,0,0,5,
blame,2,1,4,1,1,0,
blameless,0,0,0,0,0,2,
blanch,0,0,0,0,1,0,
blandly,0,0,0,0,1,0,
blandness,0,0,0,0,1,0,
blank,0,0,0,2,7,9,
blanke,0,0,2,0,0,0,
blanket,0,0,1,2,3,0,
blare,0,0,0,0,0,1,
blason,0,0,1,0,0,0,
blaspheme,0,0,0,0,1,0,
blasphemed,0,0,0,0,1,0,
blasphemous,0,0,0,0,0,1,
blasphemy,0,0,0,0,1,0,
blast,0,0,5,0,0,1,
blasting,0,0,1,0,0,0,
blastment,0,0,1,0,0,0,
blatant,0,0,0,0,0,1,
blather,0,0,0,0,36,0,
blaze,0,1,2,6,5,11,
blazon,0,1,0,0,0,0,
ble,0,0,0,0,1,0,
bleak,0,0,0,3,2,0,
blear,1,0,0,0,0,0,
bleat,1,0,0,0,0,0,
bleating,0,0,0,0,1,0,
bleed,3,2,2,0,4,3,
bleede,0,0,1,0,0,0,
bleeding,0,1,0,0,0,2,
blench,0,0,1,0,0,0,
blend,0,0,0,1,1,2,
blended,0,0,0,0,1,0,
blending,0,0,0,0,0,1,
blenkinship,0,0,0,2,0,0,
blent,1,0,0,0,0,0,
bles,0,0,0,1,1,0,
bless,4,7,0,17,38,23,
blesse,0,0,3,0,0,0,
blesseth,1,0,0,0,0,0,
blessing,5,2,5,2,2,8,
blessings,0,0,0,0,1,0,
blest,0,0,0,0,0,1,
blight,0,0,0,0,5,4,
blind,6,5,0,9,14,14,
blinde,0,0,1,0,0,0,
blinder,0,0,0,0,1,1,
blindfold,0,0,0,1,0,0,
blindly,0,0,0,0,0,2,
blindness,0,0,0,0,2,2,
blink,1,0,0,0,1,1,
bliss,2,2,0,0,0,2,
blister,0,2,1,0,0,0,
blithe,0,0,0,3,0,0,
blithesome,0,0,0,0,1,0,
bloated,0,0,0,0,0,5,
block,1,0,0,3,2,1,
blockout,0,0,0,1,0,0,
blockquot,0,0,0,1,0,0,
blood,15,18,12,5,41,35,
blooded,0,0,0,1,0,0,
bloodie,0,0,1,0,0,0,
bloodily,0,0,1,0,0,0,
bloodless,0,0,0,0,1,1,
bloods,1,0,0,0,0,0,
bloodshed,0,0,0,0,1,2,
bloodshot,0,0,0,0,1,0,
bloodthirsty,0,0,0,1,0,0,
bloody,2,7,3,0,1,4,
bloom,0,0,0,2,6,4,
blooming,0,0,0,0,0,1,
blossom,0,0,0,0,2,1,
blossomes,0,0,1,0,0,0,
blot,1,0,0,1,2,4,
blotch,0,0,0,1,0,0,
blotted,0,0,0,0,1,0,
bloud,0,0,4,0,0,0,
bloude,0,0,1,0,0,0,
bloudie,0,0,1,0,0,0,
bloudy,0,0,1,0,0,0,
blouse,0,0,0,0,0,1,
blow,2,5,3,2,41,19,
blowe,0,0,2,0,0,0,
blowing,0,0,0,0,0,1,
blowne,0,0,2,0,0,0,
blubb,0,1,0,0,0,0,
blubber,0,1,0,0,2,0,
blubbering,0,0,0,0,1,0,
blucher,0,0,0,0,1,0,
bludgeon,0,0,0,0,1,0,
blue,2,0,0,1,13,25,
bluff,0,0,0,0,3,1,
bluish,0,0,0,0,1,0,
blunder,0,0,0,0,2,0,
blunderbuss,0,0,0,0,1,5,
blunt,1,0,2,1,4,1,
blur,0,0,0,0,0,1,
blurre,0,0,1,0,0,0,
blush,1,3,2,3,6,1,
blushed,0,0,0,1,0,0,
blushing,0,1,0,0,0,0,
boade,0,0,1,0,0,0,
boar,0,0,0,0,0,2,
board,1,0,0,3,54,12,
boarding,0,0,0,1,1,0,
boast,0,0,0,2,2,1,
boastful,0,0,0,0,0,3,
boastfully,0,0,0,0,0,1,
boastfulness,0,0,0,0,0,1,
boasting,0,0,0,0,0,1,
boat,0,0,0,1,2,4,
bob,0,0,0,58,1,0,
bode,0,1,0,0,1,1,
bodie,0,0,2,0,0,0,
bodied,0,0,0,0,0,2,
bodilesse,0,0,1,0,0,0,
bodily,0,0,0,0,1,3,
bodkin,0,0,1,0,0,0,
body,8,17,25,7,42,29,
bodyguard,0,0,0,0,0,1,
bodykin,0,0,1,0,0,0,
boil,0,0,0,4,3,2,
boiling,0,0,0,0,1,4,
